"","X","Attrition","Age","DistanceFromHome","Education","EnvironmentSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition_No","BusinessTravel_Travel_Frequently","BusinessTravel_Non-Travel","Department_Research & Development","Department_Human Resources","EducationField_Other","EducationField_Medical","EducationField_Marketing","EducationField_Technical Degree","EducationField_Human Resources","Gender_Male","JobRole_Research Scientist","JobRole_Laboratory Technician","JobRole_Manufacturing Director","JobRole_Healthcare Representative","JobRole_Manager","JobRole_Sales Representative","JobRole_Research Director","JobRole_Human Resources","MaritalStatus_Married","MaritalStatus_Divorced","OverTime_No","predicted_value"
"381","381","No","0.142857142857143","0.321428571428571","0.75","1","0.666666666666667","0.25","0.666666666666667","0.171195365982096","0.111111111111111","0.0714285714285714","0","1","0.333333333333333","0.125","0.333333333333333","1","0.125","0.111111111111111","0","0.176470588235294","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","No"
"390","390","No","0.452380952380952","0.321428571428571","0.75","0.666666666666667","0.666666666666667","0.25","0.333333333333333","0.167877830437072","0.222222222222222","0.0714285714285714","0","1","0","0.45","0.333333333333333","0.333333333333333","0.025","0","0","0.0588235294117647","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","No"
"391","391","No","0.595238095238095","0.392857142857143","0.5","0","0.333333333333333","0.75","0.333333333333333","0.701790416008426","0.111111111111111","0","0","0.666666666666667","0.333333333333333","0.625","0.5","0.666666666666667","0.625","0.555555555555556","0.2","0.529411764705882","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","No"
"397","397","No","0.595238095238095","0.25","0.75","0.666666666666667","0.666666666666667","0.25","0.666666666666667","0.184992101105845","0.444444444444444","0.214285714285714","0","1","0","0.2","0.5","0.666666666666667","0.125","0.111111111111111","0","0.117647058823529","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","No"
"402","402","No","0.904761904761905","0.178571428571429","0.5","0.666666666666667","1","0.75","0","0.642601369141654","1","0","0","1","1","0.9","0","0.333333333333333","0.175","0.388888888888889","0.466666666666667","0.411764705882353","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"406","406","Yes","0.166666666666667","0.0714285714285714","0.5","0","0.666666666666667","0","0","0.159136387572407","0.555555555555556","0.142857142857143","0","0.666666666666667","0.333333333333333","0.15","0.833333333333333","0.666666666666667","0.05","0.111111111111111","0","0.117647058823529","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","Yes"
"408","408","No","0.642857142857143","0.321428571428571","0.25","0","0.666666666666667","0","1","0.0866245392311743","0.333333333333333","0.714285714285714","1","1","0.666666666666667","0.2","0.5","0.333333333333333","0.05","0.111111111111111","0","0.117647058823529","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"410","410","No","0.571428571428571","1","0.25","0","0.666666666666667","0.25","0.666666666666667","0.186782517114271","0.222222222222222","0","0","0.333333333333333","0.333333333333333","0.475","0.5","0.666666666666667","0.125","0.222222222222222","0","0.117647058823529","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","No"
"411","411","No","0.285714285714286","0.0357142857142857","0.5","0.666666666666667","0","0.25","1","0.267614533965245","0.222222222222222","0.642857142857143","1","0.666666666666667","0","0.275","0.333333333333333","0.666666666666667","0.125","0.222222222222222","0","0.117647058823529","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","No"
"416","416","Yes","0.380952380952381","0.178571428571429","0.25","1","0","0","0.666666666666667","0.0706687730384413","0","0.357142857142857","0","1","0.333333333333333","0.075","0.5","0.333333333333333","0.05","0.111111111111111","0.0666666666666667","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","No"
"421","421","No","0.261904761904762","0.0714285714285714","0.75","0.333333333333333","0.333333333333333","0.5","0.666666666666667","0.575355450236967","0.111111111111111","0.5","0","0.666666666666667","0","0.25","0.333333333333333","0.666666666666667","0.25","0.111111111111111","0","0.411764705882353","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","No"
"423","423","Yes","0.0238095238095238","0.0357142857142857","0.25","0","0.333333333333333","0","1","0.0818852027382833","0.111111111111111","0.0714285714285714","0","0.666666666666667","0","0.025","0.5","1","0.025","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","Yes"
"425","425","No","0.928571428571429","1","0.5","0","0.333333333333333","0.75","1","0.690310689836756","0.333333333333333","0.0714285714285714","0","0.666666666666667","0.333333333333333","0.8","0.5","0.333333333333333","0.025","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","1","No"
"429","429","No","0.69047619047619","0.0357142857142857","0.25","0","0.666666666666667","0.25","1","0.213849394418115","0.555555555555556","0.142857142857143","0","0.666666666666667","1","0.5","0.333333333333333","0.666666666666667","0.125","0","0","0.235294117647059","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","No"
"443","443","No","0.428571428571429","0.321428571428571","0.75","0.333333333333333","0.666666666666667","0.5","1","0.472406529752501","0.111111111111111","0.214285714285714","0","1","0","0.25","0.5","0.333333333333333","0.25","0.166666666666667","0.6","0.411764705882353","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","No"
"445","445","No","0.714285714285714","0.0357142857142857","1","0.333333333333333","0.666666666666667","0.25","1","0.160189573459716","0.222222222222222","0.214285714285714","0","0","0.333333333333333","0.35","0.333333333333333","0.666666666666667","0.225","0.388888888888889","0.4","0.411764705882353","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"448","448","No","0.404761904761905","0","0.5","0.333333333333333","0.666666666666667","0.25","0.666666666666667","0.195260663507109","1","0","0","0.666666666666667","0","0.375","0.333333333333333","0.666666666666667","0.275","0.5","0.4","0.529411764705882","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"449","449","No","0.523809523809524","0.178571428571429","0.5","0.333333333333333","0.666666666666667","0.75","0.666666666666667","0.64391785150079","0.777777777777778","0.285714285714286","0","0.666666666666667","0","0.55","0.5","0.666666666666667","0.5","0.333333333333333","0.333333333333333","0.764705882352941","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","No"
"456","456","No","0.357142857142857","0","1","0","1","0.75","0.666666666666667","0.799104791995787","0.444444444444444","0.571428571428571","0","0.666666666666667","0.333333333333333","0.25","0.333333333333333","0.666666666666667","0.15","0.0555555555555556","0","0.294117647058824","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","No"
"458","458","Yes","0","0.142857142857143","0.5","0.333333333333333","0.666666666666667","0","0.333333333333333","0.0457609268035808","0.111111111111111","0.214285714285714","0","1","0","0","0.5","0.666666666666667","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Yes"
"467","467","No","0.547619047619048","0.0357142857142857","1","0.333333333333333","0.666666666666667","0.75","0","0.820747761979989","0.777777777777778","0.357142857142857","0","0.333333333333333","0.333333333333333","0.55","0.333333333333333","0.666666666666667","0.45","0.888888888888889","0.733333333333333","0.470588235294118","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","No"
"469","469","No","0.80952380952381","0.178571428571429","0.25","1","0.666666666666667","0.25","0","0.240547656661401","0.333333333333333","0.0714285714285714","0","0.333333333333333","0.666666666666667","0.45","0.5","0.666666666666667","0.25","0.5","0.4","0.529411764705882","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","No"
"470","470","Yes","0.333333333333333","0.357142857142857","0.75","1","1","0.25","0.666666666666667","0.194734070563454","0.888888888888889","0.0714285714285714","0","1","0","0.15","0.333333333333333","0.666666666666667","0.1","0.111111111111111","0.0666666666666667","0.117647058823529","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"472","472","No","0.476190476190476","0.321428571428571","0.5","0.666666666666667","0.666666666666667","0.25","0.666666666666667","0.46419167983149","0.333333333333333","0.571428571428571","0","0.666666666666667","0.333333333333333","0.45","0.666666666666667","0.666666666666667","0.025","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","No"
"474","474","No","0.738095238095238","0.607142857142857","0.75","1","0.333333333333333","1","0.666666666666667","0.973828330700369","0.111111111111111","0.428571428571429","0","0.666666666666667","0.333333333333333","0.775","0.833333333333333","0.666666666666667","0.775","0.5","0","0.529411764705882","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","No"
"476","476","No","0.19047619047619","0.964285714285714","0.25","0","0.666666666666667","0.25","0.333333333333333","0.277145866245392","0.111111111111111","0.642857142857143","1","1","0.666666666666667","0.15","0.833333333333333","1","0.125","0.166666666666667","0.0666666666666667","0.235294117647059","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"477","477","No","0.142857142857143","0.571428571428571","0.25","1","0.333333333333333","0","0.333333333333333","0.0588730911005793","0.111111111111111","0.714285714285714","1","1","0.333333333333333","0.025","0.333333333333333","0.666666666666667","0.025","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","No"
"480","480","Yes","0.142857142857143","0.214285714285714","0.5","0","0.666666666666667","0","0.666666666666667","0.09884149552396","0.111111111111111","0.357142857142857","0","1","0.333333333333333","0.15","0.666666666666667","0.666666666666667","0.15","0.166666666666667","0.0666666666666667","0.117647058823529","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","Yes"
"482","482","No","0.380952380952381","0","0.25","0.333333333333333","0.333333333333333","0","1","0.137598736176935","0.111111111111111","0.142857142857143","0","1","0.333333333333333","0.15","0.5","0.666666666666667","0.15","0.277777777777778","0.0666666666666667","0.176470588235294","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","No"
"489","489","No","0.571428571428571","0.0357142857142857","0.75","0.666666666666667","0.666666666666667","0.25","1","0.162190626645603","0.111111111111111","0.142857142857143","0","0.333333333333333","0.666666666666667","0.25","0.666666666666667","0.666666666666667","0.25","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","No"
"490","490","No","0.595238095238095","0.178571428571429","0.75","0.333333333333333","0.333333333333333","0.75","1","0.822432859399684","0.444444444444444","0.214285714285714","0","0.666666666666667","0.333333333333333","0.525","0.5","0.333333333333333","0.025","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","No"
"491","491","No","0.476190476190476","0","0","0.666666666666667","0.666666666666667","0","0","0.0847814639283834","0.333333333333333","0.428571428571429","0","1","0","0.2","0.5","0.333333333333333","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","No"
"493","493","No","0.714285714285714","0","0.75","1","0.333333333333333","0.75","0","0.757925223802001","0.777777777777778","0","0","0","0.333333333333333","0.525","0.5","0","0.075","0.111111111111111","0","0.117647058823529","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","No"
"494","494","No","0.619047619047619","0","0.75","0","0.333333333333333","0.25","0.666666666666667","0.262032648762507","0.444444444444444","0","0","0.333333333333333","0","0.25","0.166666666666667","1","0.05","0.111111111111111","0","0.117647058823529","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","No"
"500","500","No","0.357142857142857","0.25","0.75","0.666666666666667","0.666666666666667","0.25","0.666666666666667","0.320958399157451","0","0.0714285714285714","0","1","0","0.15","0.5","0.666666666666667","0.125","0","0.0666666666666667","0.117647058823529","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","No"
"503","503","No","0.833333333333333","0","0","1","0.666666666666667","0.25","0","0.388204318062138","0.777777777777778","0.642857142857143","1","1","0","0.45","0.333333333333333","1","0.35","0.388888888888889","0.533333333333333","0.588235294117647","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","No"
"508","508","No","0.261904761904762","0.0714285714285714","0.25","0.333333333333333","0.666666666666667","0.25","0.666666666666667","0.239705107951553","0.111111111111111","0.214285714285714","0","0","0.333333333333333","0.15","0.833333333333333","0.333333333333333","0.15","0","0.0666666666666667","0.117647058823529","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"510","510","No","0.357142857142857","0.178571428571429","0.5","0.666666666666667","0.666666666666667","0.25","1","0.353659820958399","0.333333333333333","0.857142857142857","1","0.666666666666667","0.333333333333333","0.375","0.333333333333333","0","0.325","0.611111111111111","0.266666666666667","0.411764705882353","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","No"
"516","516","No","0.404761904761905","0.0714285714285714","0.5","0.666666666666667","0.333333333333333","0","0.666666666666667","0.0143233280674039","0.111111111111111","0.5","0","0.666666666666667","0.666666666666667","0.025","0.5","0.666666666666667","0.025","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","No"
"518","518","No","0.166666666666667","0.25","0.5","1","1","0.25","0.333333333333333","0.20231700895208","0","0.785714285714286","1","0.666666666666667","0.333333333333333","0.1","0.666666666666667","0.666666666666667","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"519","519","No","0.476190476190476","0.214285714285714","0.75","1","0.333333333333333","0.25","1","0.15897840968931","0","0.642857142857143","1","0","0","0.2","0.333333333333333","0.666666666666667","0.175","0.388888888888889","0","0.294117647058824","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","No"
"520","520","No","0.261904761904762","0","0.75","0.333333333333333","0","0","1","0.0901000526592944","0.111111111111111","0.5","0","1","0.333333333333333","0.25","0.833333333333333","0.666666666666667","0.25","0.388888888888889","0.133333333333333","0.470588235294118","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","No"
"523","523","No","0.452380952380952","0.321428571428571","0.25","1","1","0","1","0.193312269615587","0.333333333333333","0.428571428571429","0","0","0","0.1","0.333333333333333","0.666666666666667","0.025","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","No"
"528","528","No","0.333333333333333","0.321428571428571","0.5","1","0.666666666666667","0.25","1","0.231016324381253","0.111111111111111","0.0714285714285714","0","1","0","0.25","0.333333333333333","0.333333333333333","0.25","0.388888888888889","0","0.470588235294118","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","No"
"532","532","No","0.333333333333333","0.0714285714285714","0.25","0.666666666666667","0.666666666666667","0.5","1","0.534491837809373","0.333333333333333","0.285714285714286","0","1","0","0.25","1","0.666666666666667","0.175","0.388888888888889","0.466666666666667","0.411764705882353","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","No"
"534","534","No","0.523809523809524","0.142857142857143","0.75","1","0.333333333333333","0.5","0","0.498472880463402","0.555555555555556","0.714285714285714","1","0.666666666666667","0.333333333333333","0.5","0.333333333333333","0.666666666666667","0.45","0.722222222222222","0.0666666666666667","0.705882352941177","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","No"
"536","536","No","0.547619047619048","0.321428571428571","0.75","0.333333333333333","0.333333333333333","1","1","0.954818325434439","0.333333333333333","0.285714285714286","0","0.333333333333333","1","0.575","0.333333333333333","0.333333333333333","0.525","0.333333333333333","0.8","0.352941176470588","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","1","No"
"538","538","No","0.214285714285714","0.321428571428571","0.25","1","0.666666666666667","0.5","0","0.409899947340706","0.111111111111111","0.714285714285714","1","0.666666666666667","0.666666666666667","0.225","0.666666666666667","0.333333333333333","0.225","0.388888888888889","0.0666666666666667","0.411764705882353","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","No"
"542","542","No","0.428571428571429","0.25","0.5","0","1","0.5","0","0.563665086887836","1","0.214285714285714","0","0","0.333333333333333","0.25","0.333333333333333","0.666666666666667","0.2","0.388888888888889","0","0.294117647058824","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","No"
"547","547","No","0.261904761904762","0.321428571428571","0.5","0.666666666666667","0.666666666666667","0","0.666666666666667","0.0859926276987888","0.111111111111111","0","0","0.666666666666667","0","0.025","1","0.666666666666667","0.025","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","No"
"548","548","Yes","0.571428571428571","0.642857142857143","0.5","0.666666666666667","1","0","0.666666666666667","0.0921537651395471","0.666666666666667","0.0714285714285714","0","1","0","0.175","0.333333333333333","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","Yes"
"553","553","No","0.904761904761905","0.285714285714286","0.5","0.666666666666667","0.666666666666667","0.75","1","0.531542917324908","0.777777777777778","0","0","0.666666666666667","0","0.75","0.166666666666667","0.333333333333333","0.25","0.388888888888889","0.0666666666666667","0.0588235294117647","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","No"
"555","555","No","0.214285714285714","0.214285714285714","0.5","1","0.333333333333333","0.25","0","0.305529225908373","0.888888888888889","0.571428571428571","0","0","0","0.225","0.333333333333333","0","0.175","0.333333333333333","0","0.411764705882353","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","No"
"556","556","No","0.261904761904762","0.321428571428571","0.5","1","0.666666666666667","0","0.333333333333333","0.0678251711427067","0.111111111111111","0.214285714285714","0","1","0.666666666666667","0.05","0.333333333333333","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","1","No"
"560","560","No","0.476190476190476","0.0357142857142857","1","1","0.666666666666667","0","0.666666666666667","0.107846234860453","0.666666666666667","0.142857142857143","0","0.333333333333333","0.333333333333333","0.15","0","0","0.025","0","0","0.0588235294117647","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","Yes"
"561","561","No","0.380952380952381","0.25","1","0.333333333333333","0.666666666666667","0.25","0","0.216535018430753","0.333333333333333","0.214285714285714","0","0.666666666666667","0.333333333333333","0.175","0.5","0.666666666666667","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","No"
"566","566","No","0.119047619047619","0.321428571428571","0","0","1","0","0.666666666666667","0.131437598736177","0.111111111111111","0.5","0","1","0","0.05","0.5","0.666666666666667","0.05","0.111111111111111","0","0.117647058823529","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","No"
"567","567","Yes","0.69047619047619","0.928571428571429","0.25","0.333333333333333","1","0.25","0.666666666666667","0.283728278041074","0.444444444444444","0.0714285714285714","0","1","0","0.2","0.333333333333333","0.666666666666667","0.125","0.222222222222222","0.0666666666666667","0.176470588235294","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No"
"570","570","No","0.428571428571429","0.25","0.75","0","0.333333333333333","0.5","0","0.346392838335966","0.111111111111111","0.285714285714286","0","0.333333333333333","0","0.25","0.166666666666667","0.666666666666667","0.25","0.388888888888889","0","0.529411764705882","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","No"
"571","571","No","0.80952380952381","0.642857142857143","0.75","1","0.666666666666667","0","1","0.171090047393365","0","0.5","0","0","0.333333333333333","0.125","0.5","0.666666666666667","0.1","0.166666666666667","0.0666666666666667","0.117647058823529","1","0","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"573","573","No","0.261904761904762","0.928571428571429","0.5","0.333333333333333","0.666666666666667","0.25","0.666666666666667","0.175144813059505","0.444444444444444","0.0714285714285714","0","0","0.333333333333333","0.275","0.5","0.333333333333333","0.2","0.388888888888889","0.0666666666666667","0.0588235294117647","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","No"
"576","576","No","0.857142857142857","0.642857142857143","0.75","1","0.666666666666667","0.25","0","0.235703001579779","1","0","0","0.333333333333333","0.666666666666667","0.225","0.666666666666667","0.666666666666667","0.125","0.166666666666667","0.0666666666666667","0.235294117647059","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","No"
"581","581","No","0.404761904761905","0.25","0.75","0","0.666666666666667","0","1","0.0823064770932069","0.111111111111111","0.357142857142857","0","0.333333333333333","0.333333333333333","0.075","0.166666666666667","0.333333333333333","0.075","0.111111111111111","0","0.117647058823529","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","No"
"587","587","No","0.142857142857143","0.285714285714286","0.5","0.666666666666667","0.333333333333333","0","0.333333333333333","0.0887309110057925","0.111111111111111","0","0","0.666666666666667","1","0.025","0.666666666666667","0.666666666666667","0.025","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","No"
"589","589","No","0.761904761904762","0.0357142857142857","0.5","0.666666666666667","0.666666666666667","0.75","0.666666666666667","0.875724065297525","0.555555555555556","0.357142857142857","0","1","0","0.75","0.5","0.666666666666667","0.1","0.166666666666667","0","0.176470588235294","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","No"
"592","592","Yes","0.357142857142857","0.535714285714286","0.5","0","0.666666666666667","0.25","0","0.22722485518694","0.555555555555556","0.285714285714286","0","0.666666666666667","0","0.15","0.5","0.666666666666667","0.075","0.111111111111111","0","0.117647058823529","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Yes"
"593","593","No","0.69047619047619","0.0357142857142857","0.25","0.666666666666667","0.666666666666667","0.75","1","0.829015271195366","0.111111111111111","0","0","0.666666666666667","0.333333333333333","0.65","0.5","0.333333333333333","0.65","0.777777777777778","0.2","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","No"
"595","595","No","0.261904761904762","0.785714285714286","0.25","0.666666666666667","1","0","0.666666666666667","0.0890468667719853","0.111111111111111","0.928571428571429","1","0.666666666666667","0.333333333333333","0.25","0.5","0.666666666666667","0.25","0.388888888888889","0","0.411764705882353","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"596","596","Yes","0.952380952380952","0.0357142857142857","0.75","1","0.666666666666667","1","0.333333333333333","0.960347551342812","0.777777777777778","0.0714285714285714","0","1","0","1","0.333333333333333","0.666666666666667","0.775","0.833333333333333","0.866666666666667","0.470588235294118","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","No"
"599","599","Yes","0.238095238095238","0.0357142857142857","0.75","0.666666666666667","0.666666666666667","0","0.666666666666667","0.177619799894681","0.666666666666667","0.428571428571429","0","1","0","0.125","0.5","0.333333333333333","0.05","0.111111111111111","0.133333333333333","0.0588235294117647","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","No"
"602","602","No","0.523809523809524","0.535714285714286","0.75","0","0.333333333333333","0.25","0.666666666666667","0.215113217482886","0.666666666666667","0.214285714285714","0","1","0","0.25","1","0.666666666666667","0.025","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","No"
"603","603","No","0.285714285714286","0.0357142857142857","0.5","0.666666666666667","0.333333333333333","0.25","1","0.309004739336493","0.555555555555556","0.928571428571429","1","0.333333333333333","0","0.3","0.666666666666667","0.333333333333333","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","No"
"605","605","No","0.571428571428571","1","0.5","0.333333333333333","0.666666666666667","0.25","0.333333333333333","0.180358083201685","0.111111111111111","0.142857142857143","0","1","0.333333333333333","0.25","0.5","0.333333333333333","0.225","0.444444444444444","0.466666666666667","0.470588235294118","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","No"
"613","613","No","0.238095238095238","0.0357142857142857","0.75","0.333333333333333","0.666666666666667","0.25","0.333333333333333","0.198525539757767","0.111111111111111","0.642857142857143","1","0","0","0.2","0.333333333333333","0.666666666666667","0.2","0.388888888888889","0.466666666666667","0.294117647058824","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","No"
"616","616","No","0.214285714285714","0.0714285714285714","0.5","1","0.666666666666667","0","1","0.0367035281727225","0.111111111111111","0","0","0.666666666666667","1","0","1","0.333333333333333","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"618","618","No","0.619047619047619","0.107142857142857","0.5","1","0.666666666666667","0.25","0.333333333333333","0.259294365455503","1","0.0714285714285714","0","1","0","0.25","0.333333333333333","0.333333333333333","0.125","0.111111111111111","0.133333333333333","0.176470588235294","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","No"
"632","632","No","0.619047619047619","0.25","0.75","0","1","0","1","0.095260663507109","0.222222222222222","0.928571428571429","1","0.666666666666667","0.333333333333333","0.25","0.333333333333333","0.333333333333333","0.075","0.111111111111111","0","0.117647058823529","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","No"
"633","633","No","0.571428571428571","0.0357142857142857","0","0.333333333333333","0.666666666666667","0","1","0.079304897314376","0.555555555555556","0.214285714285714","0","1","0","0.2","0.333333333333333","0.666666666666667","0.05","0.0555555555555556","0.133333333333333","0.117647058823529","1","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","No"
"634","634","No","0.428571428571429","0.25","0.5","0","0.333333333333333","0","0","0.0701948393891522","0","0.714285714285714","1","0.666666666666667","0","0.15","0.5","0.666666666666667","0.125","0.222222222222222","0","0.176470588235294","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","No"
"637","637","Yes","0.404761904761905","0.857142857142857","0.75","1","0.666666666666667","0","0.333333333333333","0.0533438651922064","0.111111111111111","0.571428571428571","0","0","0.333333333333333","0.25","0.5","0.333333333333333","0.25","0.111111111111111","0.466666666666667","0.470588235294118","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","Yes"
"638","638","No","0.333333333333333","0","0.5","1","0.666666666666667","0","1","0.0687203791469194","0","0.0714285714285714","0","0.333333333333333","0.333333333333333","0.1","0.333333333333333","0.666666666666667","0.075","0","0","0.117647058823529","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","No"
